building,name,addr:housenumber,addr:street,height,geometry,city
yes,,,,,"POLYGON ((-123.044651 49.304316, -123.044634 49.304329, -123.044609 49.304341, -123.044579 49.304346, -123.044548 49.304346, -123.044519 49.304339, -123.044494 49.304326, -123.044477 49.30431, -123.044468 49.30429, -123.044467 49.30427, -123.044481 49.30425, -123.044502 49.304234, -123.04453 49.304223, -123.044562 49.304218, -123.044594 49.304221, -123.044625 49.304231, -123.044648 49.304246, -123.044662 49.304266, -123.044665 49.304283, -123.044661 49.3043, -123.044651 49.304316))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.04484 49.304288, -123.044818 49.304303, -123.044789 49.304313, -123.044758 49.304317, -123.044726 49.304314, -123.044696 49.304303, -123.044674 49.304287, -123.044662 49.304266, -123.044659 49.304247, -123.044666 49.304227, -123.044683 49.304211, -123.044704 49.304199, -123.044729 49.304191, -123.044756 49.304188, -123.044784 49.30419, -123.044811 49.304199, -123.044834 49.304212, -123.044849 49.30423, -123.044855 49.304249, -123.044852 49.304269, -123.04484 49.304288))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044895 49.304162, -123.044874 49.304178, -123.044846 49.304188, -123.044816 49.304192, -123.044784 49.30419, -123.04476 49.304183, -123.04474 49.304173, -123.044725 49.304159, -123.044718 49.304143, -123.044714 49.304121, -123.044723 49.3041, -123.044743 49.304083, -123.04477 49.30407, -123.044803 49.304065, -123.044836 49.304066, -123.044864 49.304074, -123.044887 49.304087, -123.044902 49.304104, -123.044909 49.304123, -123.044907 49.304143, -123.044895 49.304162))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044945 49.304045, -123.044923 49.304059, -123.044896 49.304067, -123.044866 49.30407, -123.044836 49.304066, -123.044806 49.304056, -123.044784 49.30404, -123.044772 49.304019, -123.044769 49.303999, -123.044777 49.30398, -123.044793 49.303963, -123.04482 49.303949, -123.044852 49.303942, -123.044886 49.303942, -123.044918 49.30395, -123.044944 49.303965, -123.044961 49.303984, -123.044966 49.304006, -123.04496 49.304028, -123.044945 49.304045))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.045138 49.304074, -123.045116 49.304088, -123.045089 49.304098, -123.045058 49.304101, -123.045027 49.304098, -123.044997 49.304087, -123.044974 49.304071, -123.044962 49.30405, -123.04496 49.304028, -123.04497 49.304007, -123.04499 49.30399, -123.045018 49.303978, -123.045051 49.303972, -123.045085 49.303975, -123.045113 49.303983, -123.045136 49.303997, -123.045151 49.304015, -123.045156 49.304035, -123.045152 49.304055, -123.045138 49.304074))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.045082 49.304195, -123.045062 49.30421, -123.045035 49.30422, -123.045005 49.304224, -123.044974 49.304222, -123.044946 49.304214, -123.044923 49.3042, -123.044908 49.304183, -123.044901 49.304163, -123.044907 49.304143, -123.044918 49.304124, -123.044938 49.30411, -123.044966 49.3041, -123.044996 49.304096, -123.045027 49.304098, -123.045055 49.304106, -123.045077 49.30412, -123.045092 49.304137, -123.045098 49.304157, -123.045095 49.304177, -123.045082 49.304195))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.045028 49.304321, -123.045006 49.304336, -123.044978 49.304345, -123.044948 49.304348, -123.044917 49.304345, -123.044891 49.304336, -123.04487 49.304323, -123.044855 49.304306, -123.044849 49.304288, -123.044852 49.304269, -123.044864 49.30425, -123.044885 49.304234, -123.044912 49.304224, -123.044943 49.30422, -123.044974 49.304222, -123.045003 49.30423, -123.045026 49.304244, -123.045041 49.304262, -123.045046 49.304282, -123.045042 49.304303, -123.045028 49.304321))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044969 49.304445, -123.044946 49.30446, -123.044918 49.304469, -123.044887 49.304472, -123.044856 49.304468, -123.044827 49.304457, -123.044805 49.30444, -123.044793 49.30442, -123.044792 49.304398, -123.044803 49.304377, -123.044824 49.304359, -123.044852 49.304348, -123.044885 49.304343, -123.044917 49.304345, -123.044945 49.304354, -123.044968 49.304368, -123.044983 49.304386, -123.044988 49.304407, -123.044983 49.304427, -123.044969 49.304445))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044778 49.304414, -123.044756 49.304428, -123.044727 49.304438, -123.044696 49.30444, -123.044665 49.304436, -123.044636 49.304426, -123.044614 49.304409, -123.044602 49.304388, -123.044601 49.304366, -123.044612 49.304345, -123.044634 49.304329, -123.044661 49.304316, -123.044694 49.304312, -123.044726 49.304314, -123.044754 49.304323, -123.044777 49.304337, -123.044792 49.304355, -123.044797 49.304375, -123.044792 49.304398, -123.044778 49.304414))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044527 49.304593, -123.04451 49.304607, -123.044483 49.304618, -123.044452 49.304623, -123.04442 49.304622, -123.044391 49.304614, -123.044368 49.3046, -123.044352 49.304583, -123.044345 49.304564, -123.044346 49.304543, -123.04436 49.304525, -123.044382 49.304509, -123.044409 49.304499, -123.04444 49.304495, -123.044472 49.304498, -123.044502 49.304507, -123.044525 49.304523, -123.044539 49.304543, -123.044542 49.30456, -123.044538 49.304577, -123.044527 49.304593))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044333 49.304562, -123.044312 49.304577, -123.044286 49.304587, -123.044255 49.304591, -123.044225 49.304588, -123.044196 49.30458, -123.044174 49.304567, -123.044158 49.304549, -123.044152 49.304529, -123.044155 49.304509, -123.044168 49.304491, -123.044189 49.304476, -123.044216 49.304466, -123.044246 49.304462, -123.044277 49.304464, -123.044305 49.304473, -123.044328 49.304486, -123.044343 49.304504, -123.044349 49.304524, -123.044346 49.304543, -123.044333 49.304562))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044389 49.304441, -123.044367 49.304455, -123.044339 49.304465, -123.044308 49.304468, -123.044277 49.304464, -123.044248 49.304454, -123.044226 49.304438, -123.044213 49.304418, -123.04421 49.304397, -123.044219 49.304376, -123.044237 49.304358, -123.044264 49.304346, -123.044295 49.304339, -123.044328 49.30434, -123.044359 49.304348, -123.044384 49.304362, -123.044401 49.30438, -123.044407 49.304401, -123.044403 49.304423, -123.044389 49.304441))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044584 49.304473, -123.04456 49.304487, -123.044534 49.304497, -123.044503 49.3045, -123.044472 49.304498, -123.044446 49.304489, -123.044425 49.304476, -123.044411 49.30446, -123.044404 49.304442, -123.044403 49.304423, -123.044417 49.304404, -123.044437 49.304388, -123.044464 49.304377, -123.044494 49.304372, -123.044526 49.304373, -123.044555 49.304382, -123.044579 49.304395, -123.044595 49.304413, -123.044601 49.304433, -123.044597 49.304454, -123.044584 49.304473))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044279 49.304687, -123.044257 49.304702, -123.044229 49.304712, -123.044198 49.304715, -123.044167 49.304712, -123.044137 49.304701, -123.044115 49.304685, -123.044102 49.304664, -123.0441 49.304642, -123.04411 49.304621, -123.04413 49.304604, -123.044158 49.304592, -123.044191 49.304586, -123.044225 49.304588, -123.044253 49.304597, -123.044276 49.304611, -123.044291 49.304629, -123.044297 49.304649, -123.044294 49.304669, -123.044279 49.304687))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044471 49.304721, -123.04445 49.304734, -123.044423 49.304744, -123.044392 49.304748, -123.044362 49.304745, -123.044335 49.304737, -123.044313 49.304724, -123.044299 49.304707, -123.044292 49.304688, -123.044294 49.304669, -123.044306 49.30465, -123.044328 49.304634, -123.044356 49.304623, -123.044387 49.304619, -123.04442 49.304622, -123.044449 49.304632, -123.044472 49.304647, -123.044485 49.304667, -123.044489 49.304685, -123.044484 49.304704, -123.044471 49.304721))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.04422 49.304812, -123.044196 49.304827, -123.044166 49.304836, -123.044133 49.304838, -123.044101 49.304833, -123.044074 49.304821, -123.044054 49.304804, -123.044043 49.304784, -123.044043 49.304763, -123.044054 49.304742, -123.044074 49.304726, -123.044102 49.304714, -123.044134 49.304709, -123.044167 49.304712, -123.044196 49.30472, -123.044219 49.304734, -123.044234 49.304752, -123.044239 49.304773, -123.044235 49.304793, -123.04422 49.304812))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044418 49.30484, -123.044402 49.304853, -123.044376 49.304864, -123.044346 49.30487, -123.044315 49.30487, -123.044286 49.304863, -123.044261 49.30485, -123.044244 49.304833, -123.044235 49.304814, -123.044235 49.304793, -123.044248 49.304774, -123.044269 49.304757, -123.044297 49.304746, -123.044329 49.304742, -123.044362 49.304745, -123.044392 49.304754, -123.044415 49.30477, -123.044429 49.30479, -123.044432 49.304807, -123.044429 49.304824, -123.044418 49.30484))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044607 49.304812, -123.044585 49.304827, -123.044557 49.304837, -123.044525 49.304841, -123.044493 49.304838, -123.044463 49.304827, -123.044441 49.304811, -123.044429 49.30479, -123.044426 49.30477, -123.044434 49.304751, -123.04445 49.304734, -123.044471 49.304722, -123.044496 49.304715, -123.044523 49.304712, -123.044551 49.304714, -123.044578 49.304723, -123.044601 49.304736, -123.044616 49.304753, -123.044623 49.304773, -123.04462 49.304792, -123.044607 49.304812))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044662 49.304686, -123.044641 49.304702, -123.044614 49.304712, -123.044583 49.304716, -123.044551 49.304714, -123.044528 49.304707, -123.044507 49.304696, -123.044492 49.304683, -123.044485 49.304667, -123.044481 49.304645, -123.04449 49.304624, -123.04451 49.304607, -123.044537 49.304594, -123.04457 49.304588, -123.044603 49.30459, -123.044631 49.304598, -123.044654 49.304611, -123.04467 49.304628, -123.044676 49.304647, -123.044674 49.304667, -123.044662 49.304686))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044712 49.304569, -123.04469 49.304582, -123.044663 49.304591, -123.044633 49.304593, -123.044603 49.30459, -123.044574 49.30458, -123.044551 49.304563, -123.044539 49.304543, -123.044537 49.304523, -123.044544 49.304504, -123.04456 49.304487, -123.044587 49.304473, -123.044619 49.304466, -123.044654 49.304466, -123.044686 49.304474, -123.044711 49.304489, -123.044728 49.304508, -123.044733 49.30453, -123.044727 49.304552, -123.044712 49.304569))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044906 49.304597, -123.044884 49.304612, -123.044856 49.304621, -123.044825 49.304625, -123.044794 49.304622, -123.044764 49.304611, -123.044742 49.304595, -123.044729 49.304574, -123.044727 49.304552, -123.044737 49.304531, -123.044757 49.304514, -123.044785 49.304501, -123.044818 49.304496, -123.044852 49.304498, -123.04488 49.304507, -123.044903 49.304521, -123.044918 49.304539, -123.044924 49.304559, -123.044919 49.304579, -123.044906 49.304597))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.04485 49.304719, -123.044829 49.304734, -123.044802 49.304744, -123.044772 49.304748, -123.044742 49.304746, -123.044713 49.304738, -123.04469 49.304724, -123.044675 49.304706, -123.044668 49.304687, -123.044674 49.304667, -123.044685 49.304648, -123.044706 49.304633, -123.044733 49.304623, -123.044763 49.304619, -123.044794 49.304622, -123.044822 49.30463, -123.044844 49.304644, -123.044859 49.304661, -123.044866 49.304681, -123.044862 49.304701, -123.04485 49.304719))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044795 49.304845, -123.044774 49.304859, -123.044746 49.304869, -123.044715 49.304872, -123.044684 49.304869, -123.044658 49.30486, -123.044637 49.304847, -123.044623 49.30483, -123.044617 49.304811, -123.04462 49.304792, -123.044632 49.304773, -123.044652 49.304758, -123.04468 49.304748, -123.04471 49.304743, -123.044742 49.304746, -123.04477 49.304754, -123.044793 49.304768, -123.044808 49.304786, -123.044814 49.304806, -123.044809 49.304826, -123.044795 49.304845))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044736 49.304969, -123.044714 49.304984, -123.044685 49.304992, -123.044654 49.304995, -123.044623 49.304992, -123.044594 49.304981, -123.044572 49.304964, -123.04456 49.304943, -123.044559 49.304921, -123.04457 49.3049, -123.044591 49.304883, -123.044619 49.304872, -123.044652 49.304867, -123.044684 49.304869, -123.044712 49.304878, -123.044735 49.304892, -123.04475 49.30491, -123.044755 49.30493, -123.04475 49.304951, -123.044736 49.304969))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.044545 49.304938, -123.044523 49.304952, -123.044495 49.304961, -123.044463 49.304964, -123.044432 49.30496, -123.044403 49.304949, -123.044381 49.304933, -123.044369 49.304912, -123.044368 49.30489, -123.044379 49.304869, -123.044402 49.304853, -123.044429 49.30484, -123.044462 49.304836, -123.044493 49.304838, -123.044522 49.304847, -123.044544 49.304861, -123.044559 49.304879, -123.044564 49.304899, -123.044559 49.304921, -123.044545 49.304938))","City of North Vancouver, British Columbia, Canada"
house,,,,,"POLYGON ((-123.100776 49.325434, -123.100774 49.3253, -123.1006 49.325301, -123.100601 49.325379, -123.100624 49.325379, -123.100624 49.325435, -123.100776 49.325434))","City of North Vancouver, British Columbia, Canada"
garage,,,,,"POLYGON ((-123.055557 49.318209, -123.055423 49.318209, -123.055423 49.318145, -123.055557 49.318145, -123.055557 49.318209))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.101086 49.323295, -123.101083 49.323226, -123.101083 49.323208, -123.100988 49.323194, -123.100953 49.323247, -123.101086 49.323295))","City of North Vancouver, British Columbia, Canada"
yes,,,,,"POLYGON ((-123.083902 49.310442, -123.083822 49.310408, -123.083884 49.310347, -123.083887 49.310348, -123.083964 49.310381, -123.083902 49.310442))","City of North Vancouver, British Columbia, Canada"
retail,,119,East 2nd Street,,"POLYGON ((-123.077158 49.312107, -123.077062 49.312203, -123.077242 49.312279, -123.077356 49.312165, -123.077269 49.312129, -123.077252 49.312147, -123.077158 49.312107))","City of North Vancouver, British Columbia, Canada"
apartments,The Bowline,222,East 2nd Street,,"POLYGON ((-123.074301 49.31161, -123.074521 49.311389, -123.073932 49.31114, -123.073886 49.311185, -123.073774 49.311137, -123.073823 49.311087, -123.073322 49.310875, -123.073338 49.310858, -123.073234 49.310814, -123.073 49.311049, -123.07314 49.311108, -123.073173 49.311074, -123.073503 49.311214, -123.073476 49.311242, -123.073625 49.311305, -123.073679 49.311251, -123.073774 49.311291, -123.073708 49.311357, -123.07385 49.311417, -123.073877 49.31139, -123.074185 49.311521, -123.074157 49.311549, -123.074301 49.31161))","City of North Vancouver, British Columbia, Canada"
yes,,22,Gostick Place,,"POLYGON ((-123.092009 49.314809, -123.092014 49.314672, -123.092372 49.314677, -123.092383 49.314677, -123.092383 49.314665, -123.092519 49.314667, -123.092516 49.31476, -123.092504 49.31476, -123.092502 49.314816, -123.092009 49.314809))","City of North Vancouver, British Columbia, Canada"
yes,,364,East 1st Street,,"POLYGON ((-123.07002 49.308592, -123.069912 49.308545, -123.069976 49.308483, -123.070084 49.30853, -123.07002 49.308592))","City of North Vancouver, British Columbia, Canada"
apartments,Orizon On Third,221,East 3rd Street,,"POLYGON ((-123.072995 49.311476, -123.074001 49.311906, -123.074189 49.311719, -123.073183 49.311289, -123.072995 49.311476))","City of North Vancouver, British Columbia, Canada"
apartments,ANAVETS,245,East 3rd Street,,"POLYGON ((-123.072354 49.311188, -123.07248 49.311064, -123.07251 49.311077, -123.072596 49.310993, -123.072801 49.311081, -123.07274 49.31114, -123.073059 49.311278, -123.072908 49.311427, -123.072354 49.311188))","City of North Vancouver, British Columbia, Canada"
